[4, 3, 13] 2.411     0.990625         9687       106.67
[4, 4, 12] 2.391     0.990625         9673       106.67
[4, 5, 11] 2.419     0.990625         9705       106.67
[4, 6, 10] 2.331     0.990625         9663       106.67
[4, 7, 9] 2.359     0.990625         9682       106.67
[4, 8, 8] 2.399     0.990625         9648       106.67
[4, 9, 7] 2.363     0.990625         9676       106.67
[4, 10, 6] 2.361     0.990625         9686       106.67
[4, 11, 5] 2.317     0.990625         9689       106.67
[4, 12, 4] 2.355     0.990625         9667       106.67
[4, 13, 3] 2.315     0.990625         9693       106.67
[4, 14, 2] 2.367     0.990625         9698       106.67
[4, 15, 1] 2.359     0.990625         9684       106.67
[5, 0, 15] 2.399     0.990625         9712       106.67
[5, 1, 14] 2.397     0.990625         9718       106.67
[5, 2, 13] 2.367     0.990625         9696       106.67
[5, 3, 12] 2.379     0.990625         9665       106.67
[5, 4, 11] 2.387     0.990625         9717       106.67
[5, 5, 10] 2.361     0.990625         9681       106.67
[5, 6, 9] 2.387     0.990625         9680       106.67
[5, 7, 8] 2.391     0.990625         9669       106.67
[5, 8, 7] 2.371     0.990625         9665       106.67
[5, 9, 6] 2.381     0.990625         9650       106.67
[5, 10, 5] 2.327     0.990625         9667       106.67
[5, 11, 4] 2.365     0.990625         9674       106.67
[5, 12, 3] 2.373     0.990625         9705       106.67
[5, 13, 2] 2.381     0.990625         9680       106.67
[5, 14, 1] 2.399     0.990625         9694       106.67
[6, 0, 14] 2.349     0.990625         9693       106.67
[6, 1, 13] 2.371     0.990625         9659       106.67
[6, 2, 12] 2.399     0.990625         9691       106.67
[6, 3, 11] 2.365     0.990625         9678       106.67
[6, 4, 10] 2.355     0.990625         9703       106.67
[6, 5, 9] 2.359     0.990625         9736       106.67
[6, 6, 8] 2.367     0.990625         9662       106.67
[6, 7, 7] 2.385     0.990625         9677       106.67
[6, 8, 6] 2.337     0.990625         9696       106.67
[6, 9, 5] 2.365     0.990625         9715       106.67
[6, 10, 4] 2.427     0.990625         9665       106.67
[6, 11, 3] 2.415     0.990625         9696       106.67
[6, 12, 2] 2.397     0.990625         9693       106.67
[6, 13, 1] 2.429     0.990625         9666       106.67
[7, 0, 13] 2.393     0.990625         9693       106.67
[7, 1, 12] 2.437     0.990625         9716       106.67
[7, 2, 11] 2.393     0.990625         9715       106.67
[7, 3, 10] 2.405     0.990625         9696       106.67
[7, 4, 9] 2.337     0.990625         9696       106.67
[7, 5, 8] 2.409     0.990625         9635       106.67
[7, 6, 7] 2.395     0.990625         9686       106.67
[7, 7, 6] 2.427     0.990625         9679       106.67
[7, 8, 5] 2.405     0.990625         9730       106.67
[7, 9, 4] 2.411     0.990625         9704       106.67
[7, 10, 3] 2.407     0.990625         9691       106.67
[7, 11, 2] 2.379     0.990625         9707       106.67
[7, 12, 1] 2.397     0.990625         9686       106.67
[8, 0, 12] 2.383     0.990625         9669       106.67
[8, 1, 11] 2.411     0.990625         9717       106.67
[8, 2, 10] 2.411     0.990625         9678       106.67
[8, 3, 9] 2.353     0.990625         9737       106.67
[8, 4, 8] 2.369     0.990625         9693       106.67
[8, 5, 7] 2.395     0.990625         9694       106.67
[8, 6, 6] 2.361     0.990625         9668       106.67
[8, 7, 5] 2.313     0.990625         9694       106.67
[8, 8, 4] 2.405     0.990625         9695       106.67
[8, 9, 3] 2.361     0.990625         9679       106.67
[8, 10, 2] 2.367     0.990625         9666       106.67
[8, 11, 1] 2.337     0.990625         9674       106.67
[9, 0, 11] 2.379     0.990625         9714       106.67
[9, 1, 10] 2.423     0.990625         9718       106.67
[9, 2, 9] 2.347     0.990625         9668       106.67
[9, 3, 8] 2.347     0.990625         9682       106.67
[9, 4, 7] 2.381     0.990625         9674       106.67
[9, 5, 6] 2.353     0.990625         9711       106.67
[9, 6, 5] 2.309     0.990625         9679       106.67
[9, 7, 4] 2.419     0.990625         9681       106.67
[9, 8, 3] 2.321     0.990625         9716       106.67
[9, 9, 2] 2.383     0.990625         9666       106.67
[9, 10, 1] 2.323     0.990625         9688       106.67
[10, 0, 10] 2.331     0.990625         9714       106.67
[10, 1, 9] 2.379     0.990625         9667       106.67
[10, 2, 8] 2.323     0.990625         9710       106.67
[10, 3, 7] 2.417     0.990625         9717       106.67
[10, 4, 6] 2.351     0.990625         9658       106.67
[10, 5, 5] 2.401     0.990625         9675       106.67
[10, 6, 4] 2.309     0.990625         9689       106.67
[10, 7, 3] 2.393     0.990625         9709       106.67
[10, 8, 2] 2.345     0.990625         9705       106.67
[10, 9, 1] 2.317     0.990625         9663       106.67
[11, 0, 9] 2.367     0.990625         9699       106.67
[11, 1, 8] 2.337     0.990625         9687       106.67
[11, 2, 7] 2.307     0.990625         9675       106.67
[11, 3, 6] 2.339     0.990625         9686       106.67
[11, 4, 5] 2.333     0.990625         9687       106.67
[11, 5, 4] 2.373     0.990625         9686       106.67
[11, 6, 3] 2.407     0.990625         9707       106.67
[11, 7, 2] 2.335     0.990625         9717       106.67
[11, 8, 1] 2.387     0.990625         9629       106.67
[12, 0, 8] 2.391     0.990625         9694       106.67
[12, 1, 7] 2.417     0.990625         9695       106.67
[12, 2, 6] 2.371     0.990625         9687       106.67
[12, 3, 5] 2.381     0.990625         9703       106.67
[12, 4, 4] 2.391     0.990625         9694       106.67
[12, 5, 3] 2.389     0.990625         9696       106.67
[12, 6, 2] 2.361     0.990625         9699       106.67
[12, 7, 1] 2.403     0.990625         9707       106.67
[13, 0, 7] 2.363     0.990625         9664       106.67
[13, 1, 6] 2.389     0.990625         9684       106.67
[13, 2, 5] 2.399     0.990625         9686       106.67
[13, 3, 4] 2.349     0.990625         9702       106.67
[13, 4, 3] 2.393     0.990625         9676       106.67
[13, 5, 2] 2.363     0.990625         9729       106.67
[13, 6, 1] 2.389     0.990625         9715       106.67
[14, 0, 6] 2.367     0.990625         9667       106.67
[14, 1, 5] 2.385     0.990625         9678       106.67
[14, 2, 4] 2.375     0.990625         9681       106.67
[14, 3, 3] 2.383     0.990625         9698       106.67
[14, 4, 2] 2.409     0.990625         9660       106.67
[14, 5, 1] 2.381     0.990625         9716       106.67
[15, 0, 5] 2.389     0.990625         9694       106.67
[15, 1, 4] 2.325     0.990625         9693       106.67
[15, 2, 3] 2.345     0.990625         9682       106.67
[15, 3, 2] 2.423     0.990625         9695       106.67
[15, 4, 1] 2.353     0.990625         9694       106.67
[16, 0, 4] 2.393     0.990625         9693       106.67
[16, 1, 3] 2.369     0.990625         9706       106.67
[16, 2, 2] 2.341     0.990625         9690       106.67
[16, 3, 1] 2.405     0.990625         9695       106.67
[17, 0, 3] 2.381     0.990625         9687       106.67
[17, 1, 2] 2.369     0.990625         9721       106.67
[17, 2, 1] 2.387     0.990625         9693       106.67
[18, 0, 2] 2.365     0.990625         9707       106.67
[18, 1, 1] 2.389     0.990625         9675       106.67
[19, 0, 1] 2.407     0.990625         9698       106.67
