# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 12K of event 'cycles'
# Event count (approx.): 28708875666
#
# Overhead  Command         Shared Object      Symbol                                                                                                                
# ........  ..............  .................  ......................................................................................................................
#
     0.49%  recommendation  recommendation     [.] runtime.lock2
     0.44%  recommendation  [kernel.kallsyms]  [k] _raw_spin_lock
     0.41%  recommendation  [kernel.kallsyms]  [k] select_task_rq_fair
     0.40%  recommendation  [kernel.kallsyms]  [k] available_idle_cpu
     0.40%  recommendation  [kernel.kallsyms]  [k] native_sched_clock
     0.40%  recommendation  [kernel.kallsyms]  [k] reweight_entity
     0.39%  recommendation  [kernel.kallsyms]  [k] enqueue_entity
     0.39%  recommendation  recommendation     [.] runtime.growslice
     0.39%  recommendation  [kernel.kallsyms]  [k] switch_fpu_return
     0.38%  recommendation  [kernel.kallsyms]  [k] native_queued_spin_lock_slowpath
     0.38%  recommendation  [kernel.kallsyms]  [k] __update_load_avg_cfs_rq
     0.37%  recommendation  recommendation     [.] time.nextStdChunk
     0.37%  recommendation  recommendation     [.] runtime.checkTimers
     0.36%  recommendation  [kernel.kallsyms]  [k] ctx_sched_in
     0.36%  recommendation  recommendation     [.] runtime.unlock2
     0.35%  recommendation  [kernel.kallsyms]  [k] timerqueue_add
     0.34%  recommendation  [kernel.kallsyms]  [k] native_write_msr
     0.34%  recommendation  [kernel.kallsyms]  [k] enqueue_task_fair
     0.34%  recommendation  [kernel.kallsyms]  [k] nf_conntrack_in
     0.33%  recommendation  [kernel.kallsyms]  [k] prepare_exit_to_usermode
     0.33%  recommendation  recommendation     [.] runtime.casgstatus
     0.31%  recommendation  [kernel.kallsyms]  [k] dequeue_task_fair
     0.31%  recommendation  recommendation     [.] time.Time.AppendFormat
     0.31%  recommendation  [kernel.kallsyms]  [k] __tcp_transmit_skb
     0.31%  recommendation  [kernel.kallsyms]  [k] veth_xmit
     0.30%  recommendation  [kernel.kallsyms]  [k] __nf_conntrack_find_get
     0.30%  recommendation  recommendation     [.] math.satan
     0.30%  recommendation  recommendation     [.] google.golang.org/grpc/transport.(*http2Server).itemHandler
     0.30%  recommendation  [kernel.kallsyms]  [k] cpuacct_charge
     0.30%  recommendation  [kernel.kallsyms]  [k] ipt_do_table
     0.29%  recommendation  [kernel.kallsyms]  [k] __perf_event_task_sched_in
     0.29%  recommendation  recommendation     [.] encoding/json.unquoteBytes
     0.28%  recommendation  [kernel.kallsyms]  [k] __schedule
     0.28%  recommendation  recommendation     [.] fmt.(*pp).doPrintf
     0.27%  recommendation  [kernel.kallsyms]  [k] select_idle_sibling.part.0
     0.26%  recommendation  recommendation     [.] aeshashbody
     0.26%  recommendation  recommendation     [.] runtime.sysmon
     0.26%  recommendation  recommendation     [.] path/filepath.Clean
     0.26%  recommendation  recommendation     [.] golang.org/x/net/http2/hpack.huffmanDecode
     0.26%  recommendation  [kernel.kallsyms]  [k] tcp_recvmsg
     0.25%  recommendation  recommendation     [.] golang.org/x/net/http2.(*Framer).ReadFrame
     0.25%  recommendation  recommendation     [.] memeqbody
     0.25%  recommendation  recommendation     [.] runtime.mapassign
     0.25%  recommendation  [kernel.kallsyms]  [k] __update_load_avg_se
     0.24%  recommendation  recommendation     [.] runtime.mapaccess1
     0.24%  recommendation  [kernel.kallsyms]  [k] __x86_indirect_thunk_rax
     0.24%  recommendation  [kernel.kallsyms]  [k] __netif_receive_skb_core
     0.24%  recommendation  recommendation     [.] math.ldexp
     0.24%  recommendation  recommendation     [.] runtime.mapassign_faststr
     0.24%  recommendation  [kernel.kallsyms]  [k] rb_next
     0.23%  recommendation  recommendation     [.] runtime.retake
     0.23%  recommendation  recommendation     [.] runtime.runqgrab
     0.23%  recommendation  recommendation     [.] encoding/json.(*Decoder).readValue
     0.23%  recommendation  [kernel.kallsyms]  [k] br_handle_frame
     0.23%  recommendation  recommendation     [.] runtime.schedule
     0.22%  recommendation  [kernel.kallsyms]  [k] __fget_light
     0.22%  recommendation  [kernel.kallsyms]  [k] perf_swevent_add
     0.22%  recommendation  recommendation     [.] runtime.futex.abi0
     0.22%  recommendation  [kernel.kallsyms]  [k] futex_wake
     0.22%  recommendation  [kernel.kallsyms]  [k] tcp_rcv_established
     0.22%  recommendation  recommendation     [.] runtime.mapaccess1_faststr
     0.22%  recommendation  recommendation     [.] encoding/json.(*decodeState).object
     0.21%  recommendation  recommendation     [.] runtime.netpoll
     0.21%  recommendation  recommendation     [.] google.golang.org/grpc.(*Server).processUnaryRPC
     0.21%  recommendation  [kernel.kallsyms]  [k] pick_next_task_fair
     0.21%  recommendation  [kernel.kallsyms]  [k] __dev_queue_xmit
     0.21%  recommendation  recommendation     [.] internal/poll.(*FD).Read
     0.21%  recommendation  recommendation     [.] bufio.(*Writer).Flush
     0.21%  recommendation  recommendation     [.] runtime.chansend
     0.20%  recommendation  [kernel.kallsyms]  [k] nf_hook_slow
     0.20%  recommendation  recommendation     [.] runtime.reentersyscall
     0.19%  recommendation  recommendation     [.] runtime.notesleep
     0.19%  recommendation  recommendation     [.] internal/poll.(*FD).Write
     0.19%  recommendation  recommendation     [.] strconv.ParseUint
     0.19%  recommendation  [kernel.kallsyms]  [k] event_sched_in.isra.0
     0.19%  recommendation  [kernel.kallsyms]  [k] tcp_write_xmit
     0.18%  recommendation  [kernel.kallsyms]  [k] ip_finish_output2
     0.18%  recommendation  [kernel.kallsyms]  [k] kmem_cache_alloc_node
     0.18%  recommendation  [kernel.kallsyms]  [k] tcp_sendmsg_locked
     0.18%  recommendation  [kernel.kallsyms]  [k] update_rq_clock
     0.18%  recommendation  [kernel.kallsyms]  [k] tcp_clean_rtx_queue
     0.18%  recommendation  recommendation     [.] runtime.(*itabTableType).find
     0.18%  recommendation  recommendation     [.] runtime.futexsleep
     0.18%  recommendation  recommendation     [.] syscall.Syscall.abi0
     0.18%  recommendation  [kernel.kallsyms]  [k] common_file_perm
     0.17%  recommendation  recommendation     [.] runtime.usleep.abi0
     0.17%  recommendation  recommendation     [.] runtime.checkRunqsNoP
     0.17%  recommendation  [kernel.kallsyms]  [k] record_times
     0.17%  recommendation  [kernel.kallsyms]  [k] sched_clock_cpu
     0.17%  recommendation  [kernel.kallsyms]  [k] page_fault
     0.17%  recommendation  recommendation     [.] runtime.makeslice
     0.17%  recommendation  recommendation     [.] runtime.mDoFixup
     0.17%  recommendation  recommendation     [.] runtime.checkTimersNoP
     0.17%  recommendation  [kernel.kallsyms]  [k] __x64_sys_nanosleep
     0.17%  recommendation  recommendation     [.] runtime.nanotime1.abi0
     0.17%  recommendation  [kernel.kallsyms]  [k] __x64_sys_futex
     0.17%  recommendation  [kernel.kallsyms]  [k] _raw_spin_lock_irqsave
     0.17%  recommendation  recommendation     [.] path/filepath.Rel
     0.17%  recommendation  [kernel.kallsyms]  [k] futex_wait_queue_me
     0.17%  recommendation  recommendation     [.] fmt.(*pp).printArg
     0.16%  recommendation  [kernel.kallsyms]  [k] clear_page_erms
     0.16%  recommendation  recommendation     [.] runtime.pidleget
     0.16%  recommendation  recommendation     [.] runtime.memclrNoHeapPointers
     0.16%  recommendation  [kernel.kallsyms]  [k] dequeue_entity
     0.16%  recommendation  [kernel.kallsyms]  [k] perf_event_update_userpage
     0.16%  recommendation  recommendation     [.] encoding/json.(*decodeState).rescanLiteral
     0.16%  recommendation  recommendation     [.] math.modf
     0.16%  recommendation  recommendation     [.] time.appendInt
     0.16%  recommendation  recommendation     [.] golang.org/x/net/http2/hpack.(*Decoder).at
     0.16%  recommendation  recommendation     [.] runtime.sellock
     0.15%  recommendation  [kernel.kallsyms]  [k] nf_conntrack_tcp_packet
     0.15%  recommendation  recommendation     [.] runtime.convTstring
     0.15%  recommendation  recommendation     [.] indexbytebody
     0.15%  recommendation  recommendation     [.] runtime.exitsyscallfast
     0.15%  recommendation  [kernel.kallsyms]  [k] apic_timer_interrupt
     0.15%  recommendation  recommendation     [.] google.golang.org/grpc/transport.(*http2Server).operateHeaders
     0.15%  recommendation  [kernel.kallsyms]  [k] do_user_addr_fault
     0.15%  recommendation  [kernel.kallsyms]  [k] __count_memcg_events
     0.15%  recommendation  [kernel.kallsyms]  [k] mutex_lock
     0.15%  recommendation  [kernel.kallsyms]  [k] copy_user_generic_unrolled
     0.15%  recommendation  [kernel.kallsyms]  [k] schedule
     0.14%  recommendation  recommendation     [.] runtime.(*spanSet).push
     0.14%  recommendation  recommendation     [.] runtime.netpollready
     0.14%  recommendation  recommendation     [.] runtime.newstack
     0.14%  recommendation  recommendation     [.] bufio.(*Reader).Read
     0.14%  recommendation  [kernel.kallsyms]  [k] skb_release_data
     0.14%  recommendation  [kernel.kallsyms]  [k] get_futex_key
     0.14%  recommendation  [kernel.kallsyms]  [k] flexible_sched_in
     0.14%  recommendation  recommendation     [.] encoding/json.stateInString
     0.14%  recommendation  recommendation     [.] sync.(*Pool).Get
     0.14%  recommendation  [kernel.kallsyms]  [k] read_tsc
     0.14%  recommendation  [kernel.kallsyms]  [k] find_next_bit
     0.14%  recommendation  [kernel.kallsyms]  [k] __calc_delta
     0.14%  recommendation  recommendation     [.] internal/poll.(*FD).Write.dwrap.13
     0.14%  recommendation  [kernel.kallsyms]  [k] nf_nat_inet_fn
     0.14%  recommendation  [kernel.kallsyms]  [k] br_nf_forward_ip
     0.13%  recommendation  recommendation     [.] runtime.typedmemmove
     0.13%  recommendation  [kernel.kallsyms]  [k] entry_SYSCALL_64_after_hwframe
     0.13%  recommendation  recommendation     [.] math.frexp
     0.13%  recommendation  recommendation     [.] bufio.(*Writer).Write
     0.13%  recommendation  [kernel.kallsyms]  [k] finish_task_switch
     0.13%  recommendation  recommendation     [.] golang.org/x/net/http2.(*Framer).readMetaFrame.func1
     0.13%  recommendation  recommendation     [.] google.golang.org/grpc/transport.(*decodeState).processHeaderField
     0.13%  recommendation  recommendation     [.] runtime.stackalloc
     0.13%  recommendation  [kernel.kallsyms]  [k] __virt_addr_valid
     0.13%  recommendation  recommendation     [.] encoding/json.stateEndValue
     0.13%  recommendation  [kernel.kallsyms]  [k] rb_insert_color
     0.13%  recommendation  [kernel.kallsyms]  [k] ep_poll_callback
     0.13%  recommendation  [kernel.kallsyms]  [k] br_nf_post_routing
     0.13%  recommendation  [kernel.kallsyms]  [k] newidle_balance
     0.13%  recommendation  recommendation     [.] syscall.Getwd
     0.13%  recommendation  recommendation     [.] reflect.Value.assignTo
     0.13%  recommendation  [kernel.kallsyms]  [k] __update_idle_core
     0.13%  recommendation  [kernel.kallsyms]  [k] arch_perf_update_userpage
     0.13%  recommendation  [kernel.kallsyms]  [k] rb_erase
     0.12%  recommendation  recommendation     [.] math.atan2
     0.12%  recommendation  recommendation     [.] runtime.mcall
     0.12%  recommendation  recommendation     [.] runtime.epollwait.abi0
     0.12%  recommendation  recommendation     [.] type..eq.golang.org/x/net/http2/hpack.pairNameValue
     0.12%  recommendation  [kernel.kallsyms]  [k] cpumask_next_wrap
     0.12%  recommendation  recommendation     [.] google.golang.org/grpc/transport.(*http2Server).itemHandler-fm
     0.12%  recommendation  recommendation     [.] runtime.resolveTypeOff
     0.12%  recommendation  [kernel.kallsyms]  [k] rmqueue
     0.12%  recommendation  [kernel.kallsyms]  [k] update_min_vruntime
     0.12%  recommendation  [kernel.kallsyms]  [k] ipv4_dst_check
     0.12%  recommendation  recommendation     [.] runtime.mapaccess2
     0.12%  recommendation  [kernel.kallsyms]  [k] set_task_cpu
     0.12%  recommendation  recommendation     [.] github.com/rs/zerolog.ConsoleWriter.Write
     0.12%  recommendation  recommendation     [.] google.golang.org/grpc/transport.(*http2Server).WriteHeader
     0.12%  recommendation  [kernel.kallsyms]  [k] tcp_ack
     0.12%  recommendation  [kernel.kallsyms]  [k] sk_stream_alloc_skb
     0.12%  recommendation  [kernel.kallsyms]  [k] br_nf_pre_routing
     0.12%  recommendation  [kernel.kallsyms]  [k] swapgs_restore_regs_and_return_to_usermode
     0.12%  recommendation  recommendation     [.] io.ReadAtLeast
     0.12%  recommendation  [kernel.kallsyms]  [k] __perf_event_task_sched_out
     0.12%  recommendation  [kernel.kallsyms]  [k] native_apic_msr_eoi_write
     0.12%  recommendation  recommendation     [.] runtime.pidleput
     0.12%  recommendation  recommendation     [.] github.com/rs/zerolog/internal/json.Encoder.AppendString
     0.11%  recommendation  [kernel.kallsyms]  [k] __slab_free
     0.11%  recommendation  recommendation     [.] runtime.pcdatavalue
     0.11%  recommendation  recommendation     [.] runtime.mapdelete
     0.11%  recommendation  recommendation     [.] runtime.exitsyscall
     0.11%  recommendation  recommendation     [.] context.(*cancelCtx).Done
     0.11%  recommendation  [kernel.kallsyms]  [k] tcp_rate_skb_delivered
     0.11%  recommendation  [kernel.kallsyms]  [k] do_futex
     0.11%  recommendation  [kernel.kallsyms]  [k] eth_type_trans
     0.11%  recommendation  [kernel.kallsyms]  [k] do_epoll_wait
     0.11%  recommendation  [kernel.kallsyms]  [k] nf_ct_deliver_cached_events
     0.11%  recommendation  [kernel.kallsyms]  [k] __handle_mm_fault
     0.11%  recommendation  [kernel.kallsyms]  [k] fdb_find_rcu
     0.11%  recommendation  recommendation     [.] runtime.morestack.abi0
     0.11%  recommendation  [kernel.kallsyms]  [k] fsnotify
     0.11%  recommendation  recommendation     [.] reflect.(*rtype).Elem
     0.11%  recommendation  [kernel.kallsyms]  [k] __pagevec_lru_add_fn
     0.11%  recommendation  recommendation     [.] github.com/uber/jaeger-client-go.(*Tracer).startSpanInternal
     0.11%  recommendation  [kernel.kallsyms]  [k] __inet_lookup_established
     0.11%  recommendation  [kernel.kallsyms]  [k] __kmalloc_node_track_caller
     0.10%  recommendation  recommendation     [.] runtime.(*mheap).allocSpan
     0.10%  recommendation  recommendation     [.] runtime.getitab
     0.10%  recommendation  [kernel.kallsyms]  [k] security_file_permission
     0.10%  recommendation  [kernel.kallsyms]  [k] copy_user_enhanced_fast_string
     0.10%  recommendation  [kernel.kallsyms]  [k] try_to_wake_up
     0.10%  recommendation  [kernel.kallsyms]  [k] br_fdb_update
     0.10%  recommendation  [kernel.kallsyms]  [k] ep_send_events_proc
     0.10%  recommendation  recommendation     [.] runtime.mPark
     0.10%  recommendation  [kernel.kallsyms]  [k] ipv4_conntrack_defrag
     0.10%  recommendation  recommendation     [.] reflect.Value.Set
     0.10%  recommendation  recommendation     [.] runtime.netpollblockcommit
     0.10%  recommendation  recommendation     [.] strings.ToLower
     0.10%  recommendation  [kernel.kallsyms]  [k] put_prev_entity
     0.10%  recommendation  recommendation     [.] reflect.directlyAssignable
     0.10%  recommendation  [kernel.kallsyms]  [k] _raw_write_lock_irq
     0.10%  recommendation  [kernel.kallsyms]  [k] sock_write_iter
     0.10%  recommendation  [kernel.kallsyms]  [k] ksoftirqd_running
     0.09%  recommendation  recommendation     [.] google.golang.org/grpc/transport.(*http2Server).WriteStatus
     0.09%  recommendation  [kernel.kallsyms]  [k] nf_ct_get_tuple
     0.09%  recommendation  recommendation     [.] golang.org/x/net/http2.(*Framer).WriteDataPadded
     0.09%  recommendation  recommendation     [.] github.com/golang/protobuf/proto.GetProperties
     0.09%  recommendation  recommendation     [.] runtime.mapaccess2_faststr
     0.09%  recommendation  [kernel.kallsyms]  [k] vfs_write
     0.09%  recommendation  [kernel.kallsyms]  [k] br_forward
     0.09%  recommendation  [kernel.kallsyms]  [k] kmem_cache_alloc
     0.09%  recommendation  [kernel.kallsyms]  [k] br_handle_frame_finish
     0.09%  recommendation  recommendation     [.] runtime.funcspdelta
     0.09%  recommendation  [kernel.kallsyms]  [k] new_sync_write
     0.09%  recommendation  recommendation     [.] google.golang.org/grpc/transport.(*http2Server).handleData
     0.09%  recommendation  [kernel.kallsyms]  [k] lock_hrtimer_base
     0.09%  recommendation  [kernel.kallsyms]  [k] __cgroup_account_cputime
     0.09%  recommendation  [kernel.kallsyms]  [k] __br_forward
     0.09%  recommendation  [kernel.kallsyms]  [k] vmacache_find
     0.09%  recommendation  recommendation     [.] runtime.mapdelete_fast32
     0.09%  recommendation  [kernel.kallsyms]  [k] account_entity_dequeue
     0.09%  recommendation  [kernel.kallsyms]  [k] interrupt_entry
     0.09%  recommendation  recommendation     [.] runtime.netpollblock
     0.09%  recommendation  [kernel.kallsyms]  [k] __netif_receive_skb_one_core
     0.09%  recommendation  [kernel.kallsyms]  [k] br_nf_hook_thresh
     0.09%  recommendation  recommendation     [.] encoding/json.(*decodeState).literalStore
     0.09%  recommendation  [kernel.kallsyms]  [k] tcp_in_window
     0.09%  recommendation  [kernel.kallsyms]  [k] error_entry
     0.09%  recommendation  recommendation     [.] runtime.makechan
     0.09%  recommendation  [kernel.kallsyms]  [k] kmem_cache_free
     0.08%  recommendation  recommendation     [.] time.parse
     0.08%  recommendation  recommendation     [.] golang.org/x/net/http2.(*Framer).checkFrameOrder
     0.08%  recommendation  [kernel.kallsyms]  [k] mutex_unlock
     0.08%  recommendation  [kernel.kallsyms]  [k] ctx_sched_out
     0.08%  recommendation  recommendation     [.] github.com/rs/zerolog.ConsoleWriter.writePart
     0.08%  recommendation  [kernel.kallsyms]  [k] nf_ct_seq_offset
     0.08%  recommendation  [kernel.kallsyms]  [k] hash_futex
     0.08%  recommendation  recommendation     [.] reflect.makemap
     0.08%  recommendation  recommendation     [.] github.com/golang/protobuf/proto.(*Buffer).unmarshalType
     0.08%  recommendation  [kernel.kallsyms]  [k] cpus_share_cache
     0.08%  recommendation  recommendation     [.] runtime.ready
     0.08%  recommendation  recommendation     [.] runtime.runqput
     0.08%  recommendation  [kernel.kallsyms]  [k] __skb_datagram_iter
     0.08%  recommendation  recommendation     [.] internal/poll.(*fdMutex).rwlock
     0.08%  recommendation  [kernel.kallsyms]  [k] futex_wait
     0.08%  recommendation  [kernel.kallsyms]  [k] br_nf_forward_finish
     0.08%  recommendation  recommendation     [.] syscall.Getenv
     0.08%  recommendation  [kernel.kallsyms]  [k] x86_pmu_disable
     0.08%  recommendation  [kernel.kallsyms]  [k] memcmp
     0.08%  recommendation  recommendation     [.] runtime.wirep
     0.08%  recommendation  [kernel.kallsyms]  [k] sock_def_readable
     0.08%  recommendation  recommendation     [.] runtime.sendDirect
     0.08%  recommendation  [kernel.kallsyms]  [k] tcp_release_cb
     0.08%  recommendation  [kernel.kallsyms]  [k] account_entity_enqueue
     0.08%  recommendation  [kernel.kallsyms]  [k] net_rx_action
     0.08%  recommendation  [kernel.kallsyms]  [k] tcp_current_mss
     0.08%  recommendation  [kernel.kallsyms]  [k] hash_conntrack_raw
     0.08%  recommendation  [kernel.kallsyms]  [k] resched_curr
     0.08%  recommendation  recommendation     [.] sync.(*RWMutex).Lock
     0.08%  recommendation  [kernel.kallsyms]  [k] get_l4proto
     0.08%  recommendation  recommendation     [.] time.(*Location).get
     0.08%  recommendation  [kernel.kallsyms]  [k] validate_xmit_skb
     0.08%  recommendation  [kernel.kallsyms]  [k] get_futex_value_locked
     0.07%  recommendation  recommendation     [.] reflect.Value.Field
     0.07%  recommendation  recommendation     [.] runtime.notetsleep_internal
     0.07%  recommendation  recommendation     [.] runtime.park_m
     0.07%  recommendation  [kernel.kallsyms]  [k] tcp_schedule_loss_probe
     0.07%  recommendation  [kernel.kallsyms]  [k] ip_rcv_core.isra.0
     0.07%  recommendation  recommendation     [.] golang.org/x/net/http2.readFrameHeader
     0.07%  recommendation  [kernel.kallsyms]  [k] attach_entity_load_avg
     0.07%  recommendation  recommendation     [.] runtime.runqget
     0.07%  recommendation  [kernel.kallsyms]  [k] update_cfs_rq_h_load
     0.07%  recommendation  [kernel.kallsyms]  [k] tcp_v4_rcv
     0.07%  recommendation  [kernel.kallsyms]  [k] prepend_path.isra.0
     0.07%  recommendation  [kernel.kallsyms]  [k] rw_verify_area
     0.07%  recommendation  [kernel.kallsyms]  [k] group_sched_in
     0.07%  recommendation  [kernel.kallsyms]  [k] memset_erms
     0.07%  recommendation  recommendation     [.] google.golang.org/grpc.(*Server).handleStream
     0.07%  recommendation  recommendation     [.] runtime.execute
     0.07%  recommendation  recommendation     [.] reflect.packEface
     0.07%  recommendation  recommendation     [.] runtime.(*mspan).nextFreeIndex
     0.07%  recommendation  [kernel.kallsyms]  [k] __x64_sys_epoll_pwait
     0.07%  recommendation  recommendation     [.] github.com/harlow/go-micro-services/services/recommendation/proto._Recommendation_GetRecommendations_Handler
     0.07%  recommendation  [kernel.kallsyms]  [k] apparmor_socket_recvmsg
     0.07%  recommendation  recommendation     [.] runtime.concatstrings
     0.07%  recommendation  [kernel.kallsyms]  [k] handle_mm_fault
     0.07%  recommendation  recommendation     [.] encoding/json.(*decodeState).unmarshal
     0.07%  recommendation  [kernel.kallsyms]  [k] hrtimer_start_range_ns
     0.07%  recommendation  recommendation     [.] runtime.mapiterinit
     0.07%  recommendation  recommendation     [.] github.com/golang/protobuf/proto.mergeStruct
     0.07%  recommendation  recommendation     [.] google.golang.org/grpc/transport.(*quotaPool).add
     0.07%  recommendation  [kernel.kallsyms]  [k] __lock_text_start
     0.07%  recommendation  [kernel.kallsyms]  [k] __wake_up_common_lock
     0.07%  recommendation  recommendation     [.] github.com/golang/protobuf/proto.(*Buffer).Unmarshal
     0.07%  recommendation  [kernel.kallsyms]  [k] enqueue_to_backlog
     0.07%  recommendation  recommendation     [.] runtime.procyield.abi0
     0.07%  recommendation  recommendation     [.] context.(*valueCtx).Done
     0.07%  recommendation  recommendation     [.] sync.(*Pool).pin
     0.07%  recommendation  recommendation     [.] runtime.stackfree
     0.07%  recommendation  [kernel.kallsyms]  [k] _raw_spin_lock_bh
     0.07%  recommendation  [kernel.kallsyms]  [k] sock_poll
     0.07%  recommendation  [kernel.kallsyms]  [k] ep_poll
     0.07%  recommendation  [kernel.kallsyms]  [k] __remove_hrtimer
     0.07%  recommendation  recommendation     [.] runtime.interhash
     0.07%  recommendation  [kernel.kallsyms]  [k] lock_sock_nested
     0.07%  recommendation  recommendation     [.] github.com/rs/zerolog.(*Event).msg
     0.07%  recommendation  [kernel.kallsyms]  [k] __netif_receive_skb
     0.07%  recommendation  recommendation     [.] math.atan
     0.07%  recommendation  [kernel.kallsyms]  [k] select_estimate_accuracy
     0.07%  recommendation  [kernel.kallsyms]  [k] update_blocked_averages
     0.07%  recommendation  [kernel.kallsyms]  [k] __wake_up_common
     0.07%  recommendation  [kernel.kallsyms]  [k] futex_wait_setup
     0.07%  recommendation  [kernel.kallsyms]  [k] __check_object_size
     0.07%  recommendation  recommendation     [.] net.(*netFD).Read
     0.07%  recommendation  recommendation     [.] github.com/grpc-ecosystem/grpc-opentracing/go/otgrpc.OpenTracingServerInterceptor.func1
     0.07%  recommendation  [kernel.kallsyms]  [k] ksys_read
     0.06%  recommendation  [kernel.kallsyms]  [k] intel_pmu_disable_all
     0.06%  recommendation  [kernel.kallsyms]  [k] fpregs_assert_state_consistent
     0.06%  recommendation  recommendation     [.] github.com/rs/zerolog.colorize
     0.06%  recommendation  recommendation     [.] runtime.resetspinning
     0.06%  recommendation  [kernel.kallsyms]  [k] intel_pstate_update_util
     0.06%  recommendation  [kernel.kallsyms]  [k] sock_read_iter
     0.06%  recommendation  recommendation     [.] strings.genSplit
     0.06%  recommendation  recommendation     [.] golang.org/x/net/http2.(*Framer).WriteHeaders
     0.06%  recommendation  recommendation     [.] encoding/json.indirect
     0.06%  recommendation  recommendation     [.] reflect.(*rtype).PkgPath
     0.06%  recommendation  [kernel.kallsyms]  [k] __cgroup_bpf_run_filter_skb
     0.06%  recommendation  recommendation     [.] reflect.(*structType).FieldByName
     0.06%  recommendation  [kernel.kallsyms]  [k] inet6_recvmsg
     0.06%  recommendation  recommendation     [.] golang.org/x/net/http2.parsePingFrame
     0.06%  recommendation  recommendation     [.] runtime.(*mcache).prepareForSweep
     0.06%  recommendation  recommendation     [.] context.(*cancelCtx).Value
     0.06%  recommendation  [kernel.kallsyms]  [k] check_preempt_curr
     0.06%  recommendation  recommendation     [.] github.com/opentracing/opentracing-go/ext.(*rpcServerOption).Apply
     0.06%  recommendation  [kernel.kallsyms]  [k] ip_output
     0.06%  recommendation  recommendation     [.] runtime.strhash
     0.06%  recommendation  [kernel.kallsyms]  [k] tcp_stream_memory_free
     0.06%  recommendation  [kernel.kallsyms]  [k] do_nanosleep
     0.06%  recommendation  recommendation     [.] reflect.(*rtype).ptrTo
     0.06%  recommendation  recommendation     [.] fmt.(*fmt).fmtInteger
     0.06%  recommendation  recommendation     [.] golang.org/x/net/http2/hpack.(*Decoder).Write
     0.06%  recommendation  [kernel.kallsyms]  [k] sk_forced_mem_schedule
     0.06%  recommendation  [kernel.kallsyms]  [k] mark_wake_futex
     0.06%  recommendation  recommendation     [.] runtime.timeSleepUntil
     0.06%  recommendation  recommendation     [.] bytes.(*Buffer).WriteByte
     0.06%  recommendation  recommendation     [.] runtime.(*mspan).refillAllocCache
     0.06%  recommendation  recommendation     [.] google.golang.org/grpc/transport.(*recvBufferReader).Read
     0.06%  recommendation  [kernel.kallsyms]  [k] clear_buddies
     0.06%  recommendation  recommendation     [.] github.com/golang/protobuf/proto.getbase
     0.06%  recommendation  recommendation     [.] sync.(*Pool).Put
     0.06%  recommendation  recommendation     [.] runtime.duffcopy
     0.06%  recommendation  recommendation     [.] golang.org/x/net/http2/hpack.(*headerFieldTable).search
     0.06%  recommendation  [kernel.kallsyms]  [k] set_next_entity
     0.06%  recommendation  [kernel.kallsyms]  [k] ip_local_out
     0.06%  recommendation  [kernel.kallsyms]  [k] process_backlog
     0.06%  recommendation  recommendation     [.] sync.runtime_procPin
     0.06%  recommendation  recommendation     [.] github.com/rs/zerolog.newEvent
     0.06%  recommendation  [kernel.kallsyms]  [k] memcg_kmem_put_cache
     0.06%  recommendation  recommendation     [.] golang.org/x/net/http2.(*Framer).endWrite
