# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 7K of event 'cycles'
# Event count (approx.): 3162050750
#
# Overhead  Command      Shared Object          Symbol                                        
# ........  ...........  .....................  ..............................................
#
     0.61%  mc-worker    [kernel.kallsyms]      [k] vxlan_xmit_one
     0.60%  mc-worker    [kernel.kallsyms]      [k] rw_copy_check_uvector
     0.60%  mc-worker    memcached              [.] itoa_u32
     0.57%  mc-worker    [kernel.kallsyms]      [k] __x86_indirect_thunk_rax
     0.57%  mc-worker    [kernel.kallsyms]      [k] update_load_avg
     0.55%  mc-worker    [kernel.kallsyms]      [k] account_entity_dequeue
     0.54%  mc-worker    [kernel.kallsyms]      [k] nf_hook_slow
     0.53%  mc-worker    [kernel.kallsyms]      [k] memcmp
     0.53%  mc-worker    [kernel.kallsyms]      [k] __nf_conntrack_find_get
     0.52%  mc-worker    [kernel.kallsyms]      [k] validate_xmit_skb
     0.51%  mc-worker    [kernel.kallsyms]      [k] sock_poll
     0.50%  mc-worker    [kernel.kallsyms]      [k] fnhe_hashfun
     0.50%  mc-worker    [kernel.kallsyms]      [k] br_nf_pre_routing
     0.50%  mc-worker    [kernel.kallsyms]      [k] _raw_spin_lock_bh
     0.47%  mc-worker    [kernel.kallsyms]      [k] update_curr
     0.46%  mc-worker    [kernel.kallsyms]      [k] netdev_pick_tx
     0.46%  mc-worker    [kernel.kallsyms]      [k] __netif_receive_skb_core
     0.46%  mc-worker    [kernel.kallsyms]      [k] __kmalloc_node_track_caller
     0.46%  mc-worker    [kernel.kallsyms]      [k] br_handle_frame
     0.45%  mc-worker    memcached              [.] process_command_ascii.part.0
     0.44%  mc-worker    [kernel.kallsyms]      [k] update_cfs_group
     0.44%  mc-worker    [kernel.kallsyms]      [k] __ksize
     0.43%  mc-worker    [kernel.kallsyms]      [k] ip_vs_forward_icmp
     0.43%  mc-worker    [kernel.kallsyms]      [k] mlx5e_sq_xmit
     0.43%  mc-worker    [kernel.kallsyms]      [k] mod_timer
     0.43%  mc-worker    [kernel.kallsyms]      [k] ip_forward
     0.42%  mc-worker    libevent-2.1.so.7.0.1  [.] event_strlcpy_
     0.42%  mc-worker    [kernel.kallsyms]      [k] nf_conntrack_in
     0.42%  mc-worker    [kernel.kallsyms]      [k] mlx5e_xmit
     0.42%  mc-worker    [kernel.kallsyms]      [k] native_sched_clock
     0.41%  mc-worker    memcached              [.] _transmit_pre.isra.0
     0.41%  mc-worker    [kernel.kallsyms]      [k] memset_erms
     0.41%  mc-worker    [kernel.kallsyms]      [k] switch_fpu_return
     0.39%  mc-worker    [kernel.kallsyms]      [k] schedule
     0.39%  mc-worker    [kernel.kallsyms]      [k] copy_user_enhanced_fast_string
     0.39%  mc-worker    memcached              [.] resp_allocate.isra.0
     0.39%  mc-worker    [kernel.kallsyms]      [k] conntrack_mt_v3
     0.38%  mc-worker    [kernel.kallsyms]      [k] aa_sk_perm
     0.38%  mc-worker    memcached              [.] MurmurHash3_x86_32
     0.37%  mc-worker    [kernel.kallsyms]      [k] ep_send_events_proc
     0.36%  mc-worker    memcached              [.] tokenize_command.constprop.0
     0.36%  mc-worker    [kernel.kallsyms]      [k] tcp_event_new_data_sent
     0.35%  mc-worker    memcached              [.] do_item_get
     0.35%  mc-worker    [kernel.kallsyms]      [k] __perf_event_task_sched_out
     0.35%  mc-worker    memcached              [.] _transmit_post
     0.35%  mc-worker    [kernel.kallsyms]      [k] do_epoll_wait
     0.34%  mc-worker    [kernel.kallsyms]      [k] tcp_current_mss
     0.33%  mc-worker    memcached              [.] resp_add_iov
     0.33%  mc-worker    memcached              [.] transmit
     0.33%  mc-worker    [kernel.kallsyms]      [k] __softirqentry_text_start
     0.33%  mc-worker    [kernel.kallsyms]      [k] common_file_perm
     0.32%  mc-worker    [kernel.kallsyms]      [k] kmem_cache_free
     0.32%  mc-worker    [kernel.kallsyms]      [k] dev_hard_start_xmit
     0.31%  mc-worker    [kernel.kallsyms]      [k] visit_groups_merge
     0.31%  mc-worker    [kernel.kallsyms]      [k] irq_exit
     0.31%  mc-worker    libc.so.6              [.] __libc_alloca_cutoff
     0.31%  mc-worker    [kernel.kallsyms]      [k] import_iovec
     0.31%  mc-worker    [kernel.kallsyms]      [k] ip_idents_reserve
     0.31%  mc-worker    [vdso]                 [.] __vdso_clock_gettime
     0.31%  mc-worker    [kernel.kallsyms]      [k] sock_read_iter
     0.30%  mc-worker    libevent-2.1.so.7.0.1  [.] bufferevent_base_set
     0.30%  mc-worker    [kernel.kallsyms]      [k] skb_release_data
     0.30%  mc-worker    [kernel.kallsyms]      [k] pick_next_task_fair
     0.30%  mc-worker    [kernel.kallsyms]      [k] dequeue_task_fair
     0.30%  mc-worker    [kernel.kallsyms]      [k] __update_idle_core
     0.30%  mc-worker    libevent-2.1.so.7.0.1  [.] event_callback_activate_nolock_
     0.29%  mc-worker    [kernel.kallsyms]      [k] tcp_rearm_rto
     0.29%  mc-worker    [kernel.kallsyms]      [k] ip_sabotage_in
     0.29%  mc-worker    [kernel.kallsyms]      [k] tcp_in_window
     0.29%  mc-worker    [kernel.kallsyms]      [k] ksys_read
     0.28%  mc-worker    [kernel.kallsyms]      [k] sk_stream_alloc_skb
     0.28%  mc-worker    [kernel.kallsyms]      [k] skb_page_frag_refill
     0.28%  mc-worker    [kernel.kallsyms]      [k] fdb_find_rcu
     0.27%  mc-worker    [kernel.kallsyms]      [k] iptable_filter_hook
     0.27%  mc-worker    [kernel.kallsyms]      [k] veth_xmit
     0.27%  mc-worker    [kernel.kallsyms]      [k] fput_many
     0.27%  mc-worker    [kernel.kallsyms]      [k] ip_send_check
     0.27%  mc-worker    [kernel.kallsyms]      [k] nf_nat_inet_fn
     0.27%  mc-worker    [kernel.kallsyms]      [k] aa_file_perm
     0.27%  mc-worker    [kernel.kallsyms]      [k] ctx_sched_out
     0.27%  mc-worker    [kernel.kallsyms]      [k] cpuacct_charge
     0.26%  mc-worker    [kernel.kallsyms]      [k] __local_bh_enable_ip
     0.26%  mc-worker    [kernel.kallsyms]      [k] _raw_write_lock_irq
     0.26%  mc-worker    [kernel.kallsyms]      [k] deactivate_task
     0.26%  mc-worker    [kernel.kallsyms]      [k] sockfd_lookup_light
     0.26%  mc-worker    [kernel.kallsyms]      [k] vxlan_xmit
     0.26%  mc-worker    memcached              [.] itoa_u64
     0.26%  mc-worker    [kernel.kallsyms]      [k] __fget_light
     0.25%  mc-worker    [kernel.kallsyms]      [k] ip_vs_local_reply4
     0.25%  mc-worker    [kernel.kallsyms]      [k] br_pass_frame_up
     0.25%  mc-worker    [kernel.kallsyms]      [k] entry_SYSCALL_64_after_hwframe
     0.24%  mc-worker    [kernel.kallsyms]      [k] netdev_core_pick_tx
     0.24%  mc-worker    [kernel.kallsyms]      [k] __sys_sendmsg
     0.24%  mc-worker    [kernel.kallsyms]      [k] mlx5e_poll_ico_cq
     0.23%  mc-worker    [kernel.kallsyms]      [k] set_task_cpu
     0.23%  mc-worker    [kernel.kallsyms]      [k] perf_swevent_add
     0.23%  mc-worker    [kernel.kallsyms]      [k] ep_item_poll.isra.0
     0.23%  mc-worker    [kernel.kallsyms]      [k] enqueue_entity
     0.22%  mc-worker    [kernel.kallsyms]      [k] __vxlan_find_mac
     0.22%  mc-worker    [kernel.kallsyms]      [k] read_tsc
     0.22%  mc-worker    [kernel.kallsyms]      [k] x86_pmu_disable
     0.22%  mc-worker    [kernel.kallsyms]      [k] page_frag_free
     0.22%  mc-worker    libc.so.6              [.] __clock_gettime
     0.21%  mc-worker    [kernel.kallsyms]      [k] ep_scan_ready_list.constprop.0
     0.21%  mc-worker    [kernel.kallsyms]      [k] put_prev_task_fair
     0.21%  mc-worker    [kernel.kallsyms]      [k] tcp_rate_skb_sent
     0.21%  mc-worker    [kernel.kallsyms]      [k] tcp_write_xmit
     0.21%  mc-worker    [kernel.kallsyms]      [k] tcp_cleanup_rbuf
     0.20%  mc-worker    libc.so.6              [.] sendmsg
     0.20%  mc-worker    [kernel.kallsyms]      [k] nf_conntrack_udp_packet
     0.20%  mc-worker    [kernel.kallsyms]      [k] __perf_event_task_sched_in
     0.19%  mc-worker    [kernel.kallsyms]      [k] ksoftirqd_running
     0.19%  mc-worker    [kernel.kallsyms]      [k] tcp_rcv_space_adjust
     0.19%  mc-worker    [kernel.kallsyms]      [k] native_write_msr
     0.19%  mc-worker    [kernel.kallsyms]      [k] mlx5e_poll_rx_cq
     0.19%  mc-worker    [kernel.kallsyms]      [k] _copy_from_user
     0.19%  mc-worker    [kernel.kallsyms]      [k] conntrack_mt
     0.19%  mc-worker    [kernel.kallsyms]      [k] get_l4proto
     0.19%  mc-worker    [kernel.kallsyms]      [k] ktime_get
     0.18%  mc-worker    [kernel.kallsyms]      [k] kmem_cache_alloc_node
     0.18%  mc-worker    [kernel.kallsyms]      [k] set_next_task_idle
     0.18%  mc-worker    [kernel.kallsyms]      [k] ep_poll
     0.18%  mc-worker    [kernel.kallsyms]      [k] tcp_poll
     0.18%  mc-worker    [kernel.kallsyms]      [k] kmem_cache_alloc
     0.18%  mc-worker    [kernel.kallsyms]      [k] tcp_stream_memory_free
     0.17%  mc-worker    [kernel.kallsyms]      [k] __virt_addr_valid
     0.17%  mc-worker    [kernel.kallsyms]      [k] __skb_clone
     0.17%  mc-worker    [kernel.kallsyms]      [k] __schedule
     0.17%  mc-worker    [kernel.kallsyms]      [k] tcp_wfree
     0.17%  mc-worker    [kernel.kallsyms]      [k] fsnotify
     0.17%  mc-worker    [kernel.kallsyms]      [k] tcp_v4_send_check
     0.16%  mc-worker    [kernel.kallsyms]      [k] reweight_entity
     0.16%  mc-worker    [kernel.kallsyms]      [k] tcp_release_cb
     0.16%  mc-worker    [kernel.kallsyms]      [k] apparmor_socket_sendmsg
     0.16%  mc-worker    [kernel.kallsyms]      [k] br_fdb_update
     0.16%  mc-worker    [kernel.kallsyms]      [k] vxlan_build_skb
     0.16%  mc-worker    [kernel.kallsyms]      [k] tcp_mstamp_refresh
     0.16%  mc-worker    [kernel.kallsyms]      [k] aa_label_sk_perm.part.0
     0.16%  mc-worker    [kernel.kallsyms]      [k] blkcg_maybe_throttle_current
     0.16%  mc-worker    [kernel.kallsyms]      [k] security_socket_recvmsg
     0.15%  mc-worker    [kernel.kallsyms]      [k] sk_reset_timer
     0.15%  mc-worker    [kernel.kallsyms]      [k] ipv4_dst_check
     0.15%  mc-worker    [kernel.kallsyms]      [k] ip_vs_reply4
     0.15%  mc-worker    [kernel.kallsyms]      [k] __ip_local_out
     0.15%  mc-worker    memcached              [.] item_is_flushed
     0.15%  mc-worker    [kernel.kallsyms]      [k] ctx_sched_in
     0.15%  mc-worker    [kernel.kallsyms]      [k] __netif_receive_skb_one_core
     0.15%  mc-worker    [kernel.kallsyms]      [k] __fsnotify_parent
     0.15%  mc-worker    [kernel.kallsyms]      [k] __kmalloc
     0.14%  mc-worker    memcached              [.] try_read_command_ascii
     0.14%  mc-worker    [kernel.kallsyms]      [k] mlx5e_features_check
     0.14%  mc-worker    libc.so.6              [.] epoll_wait
     0.14%  mc-worker    [kernel.kallsyms]      [k] dequeue_entity
     0.14%  mc-worker    [kernel.kallsyms]      [k] select_idle_sibling.part.0
     0.14%  mc-worker    [kernel.kallsyms]      [k] skb_free_head
     0.14%  mc-worker    [kernel.kallsyms]      [k] check_stack_object
     0.14%  mc-worker    [kernel.kallsyms]      [k] ipv4_conntrack_defrag
     0.14%  mc-worker    [kernel.kallsyms]      [k] _copy_from_iter_full
     0.14%  mc-worker    [kernel.kallsyms]      [k] newidle_balance
     0.14%  mc-worker    [kernel.kallsyms]      [k] aa_profile_af_perm
     0.13%  mc-worker    [kernel.kallsyms]      [k] perf_event_update_userpage
     0.13%  mc-worker    [kernel.kallsyms]      [k] br_allowed_egress
     0.13%  mc-worker    [kernel.kallsyms]      [k] eth_type_trans
     0.13%  mc-worker    [kernel.kallsyms]      [k] put_prev_entity
     0.13%  mc-worker    [kernel.kallsyms]      [k] nf_nat_ipv4_out
     0.13%  mc-worker    [kernel.kallsyms]      [k] intel_pstate_update_util
     0.13%  mc-worker    [kernel.kallsyms]      [k] netif_skb_features
     0.13%  mc-worker    [kernel.kallsyms]      [k] __inet_lookup_established
     0.13%  mc-worker    [kernel.kallsyms]      [k] ____sys_sendmsg
     0.13%  mc-worker    [kernel.kallsyms]      [k] ktime_get_with_offset
     0.12%  mc-worker    [kernel.kallsyms]      [k] nf_nat_packet
     0.12%  mc-worker    [kernel.kallsyms]      [k] hash_conntrack_raw
     0.12%  mc-worker    [kernel.kallsyms]      [k] tcp_push
     0.12%  mc-worker    [kernel.kallsyms]      [k] mutex_unlock
     0.12%  mc-worker    [kernel.kallsyms]      [k] __sk_dst_check
     0.12%  mc-worker    [kernel.kallsyms]      [k] dst_cache_per_cpu_get.isra.0
     0.12%  mc-worker    libc.so.6              [.] __read
     0.12%  mc-worker    [kernel.kallsyms]      [k] handle_edge_irq
     0.12%  mc-worker    [kernel.kallsyms]      [k] mutex_lock
     0.12%  mc-worker    libc.so.6              [.] pthread_mutex_unlock
     0.12%  mc-worker    [kernel.kallsyms]      [k] comment_mt
     0.12%  mc-worker    [kernel.kallsyms]      [k] hrtimer_interrupt
     0.12%  mc-worker    [kernel.kallsyms]      [k] nf_ct_get_tuple
     0.12%  mc-worker    [kernel.kallsyms]      [k] do_softirq.part.0
     0.12%  mc-worker    memcached              [.] conn_release_items
     0.12%  mc-worker    [kernel.kallsyms]      [k] ip_output
     0.12%  mc-worker    [kernel.kallsyms]      [k] copyin
     0.11%  mc-worker    [kernel.kallsyms]      [k] iov_iter_advance
     0.11%  mc-worker    [kernel.kallsyms]      [k] __x64_sys_read
     0.11%  mc-worker    [kernel.kallsyms]      [k] iptunnel_xmit
     0.11%  mc-worker    [kernel.kallsyms]      [k] nbp_switchdev_frame_mark
     0.11%  mc-worker    [kernel.kallsyms]      [k] __clear_user
     0.11%  mc-worker    [kernel.kallsyms]      [k] copy_msghdr_from_user
     0.11%  mc-worker    memcached              [.] resp_start
     0.11%  mc-worker    [kernel.kallsyms]      [k] __calc_delta
     0.11%  mc-worker    [kernel.kallsyms]      [k] br_nf_hook_thresh
     0.11%  mc-worker    [kernel.kallsyms]      [k] security_file_permission
     0.11%  mc-worker    [kernel.kallsyms]      [k] __x64_sys_sendmsg
     0.11%  mc-worker    [kernel.kallsyms]      [k] tcp_recv_timestamp
     0.11%  mc-worker    [kernel.kallsyms]      [k] ipv4_confirm
     0.11%  mc-worker    [kernel.kallsyms]      [k] schedule_hrtimeout_range_clock
     0.11%  mc-worker    [kernel.kallsyms]      [k] nf_ct_deliver_cached_events
     0.10%  mc-worker    [kernel.kallsyms]      [k] release_sock
     0.10%  mc-worker    [kernel.kallsyms]      [k] setup_pre_routing
     0.10%  mc-worker    [kernel.kallsyms]      [k] find_exception
     0.10%  mc-worker    [kernel.kallsyms]      [k] __put_user_4
     0.10%  mc-worker    [kernel.kallsyms]      [k] ip_queue_xmit
     0.10%  mc-worker    [kernel.kallsyms]      [k] interrupt_entry
     0.10%  mc-worker    [kernel.kallsyms]      [k] tcp_update_skb_after_send
     0.10%  mc-worker    [kernel.kallsyms]      [k] inet_sendmsg
     0.10%  mc-worker    memcached              [.] limited_get
     0.10%  mc-worker    libevent-2.1.so.7.0.1  [.] event_changelist_remove_all_
     0.10%  mc-worker    memcached              [.] resp_free
     0.10%  mc-worker    [kernel.kallsyms]      [k] arch_perf_update_userpage
     0.10%  mc-worker    [kernel.kallsyms]      [k] skb_scrub_packet
     0.09%  mc-worker    memcached              [.] event_handler
     0.09%  mc-worker    [kernel.kallsyms]      [k] find_next_bit
     0.09%  mc-worker    [kernel.kallsyms]      [k] __slab_free
     0.09%  mc-worker    [kernel.kallsyms]      [k] apparmor_socket_recvmsg
     0.09%  mc-worker    [kernel.kallsyms]      [k] mlx5e_handle_rx_dim
     0.09%  mc-worker    [kernel.kallsyms]      [k] sock_rfree
     0.09%  mc-worker    [kernel.kallsyms]      [k] ip_rcv_finish
     0.09%  mc-worker    [kernel.kallsyms]      [k] intel_pmu_disable_all
     0.09%  mc-worker    [kernel.kallsyms]      [k] __check_object_size
     0.09%  mc-worker    [kernel.kallsyms]      [k] enqueue_timer
     0.09%  mc-worker    [kernel.kallsyms]      [k] aa_apply_modes_to_perms
     0.09%  mc-worker    [kernel.kallsyms]      [k] __x64_sys_epoll_wait
     0.08%  mc-worker    [kernel.kallsyms]      [k] skb_entail
     0.08%  mc-worker    [kernel.kallsyms]      [k] make_kuid
     0.08%  mc-worker    [kernel.kallsyms]      [k] tcp_v4_early_demux
     0.08%  mc-worker    [kernel.kallsyms]      [k] pskb_expand_head
     0.08%  mc-worker    [kernel.kallsyms]      [k] pick_next_task_idle
     0.08%  mc-worker    [kernel.kallsyms]      [k] nf_confirm
     0.08%  mc-worker    [kernel.kallsyms]      [k] udp_set_csum
     0.08%  mc-worker    [kernel.kallsyms]      [k] clear_user
     0.08%  mc-worker    [kernel.kallsyms]      [k] ___sys_sendmsg
     0.08%  mc-worker    memcached              [.] do_cache_alloc
     0.08%  mc-worker    [kernel.kallsyms]      [k] available_idle_cpu
     0.08%  mc-worker    libevent-2.1.so.7.0.1  [.] event_active_nolock_
     0.08%  mc-worker    [kernel.kallsyms]      [k] fput
     0.08%  mc-worker    [kernel.kallsyms]      [k] __skb_ext_put
     0.08%  mc-worker    [kernel.kallsyms]      [k] ipv4_conntrack_local
     0.07%  mc-worker    [kernel.kallsyms]      [k] ip_local_out
     0.07%  mc-worker    [kernel.kallsyms]      [k] tcp_schedule_loss_probe
     0.07%  mc-worker    [kernel.kallsyms]      [k] skb_release_head_state
     0.07%  mc-worker    [kernel.kallsyms]      [k] ipv4_mtu
     0.07%  mc-worker    [kernel.kallsyms]      [k] mlx5e_poll_xdpsq_cq
     0.07%  mc-worker    [kernel.kallsyms]      [k] rb_next
     0.07%  mc-worker    [kernel.kallsyms]      [k] atomic_notifier_call_chain
     0.07%  mc-worker    [kernel.kallsyms]      [k] ipv4_conntrack_in
     0.07%  mc-worker    [kernel.kallsyms]      [k] do_csum
     0.07%  mc-worker    [kernel.kallsyms]      [k] memcg_kmem_put_cache
     0.07%  mc-worker    [kernel.kallsyms]      [k] netif_receive_skb
     0.07%  mc-worker    [kernel.kallsyms]      [k] irq_entries_start
     0.07%  mc-worker    [kernel.kallsyms]      [k] tcp_sendmsg
     0.07%  mc-worker    [kernel.kallsyms]      [k] irq_enter
     0.07%  mc-worker    [kernel.kallsyms]      [k] fq_codel_dequeue
     0.07%  mc-worker    [kernel.kallsyms]      [k] process_backlog
     0.07%  mc-worker    [kernel.kallsyms]      [k] update_rq_clock
     0.07%  mc-worker    [kernel.kallsyms]      [k] ip_rcv
     0.07%  mc-worker    [kernel.kallsyms]      [k] ip_list_rcv
     0.07%  mc-worker    [kernel.kallsyms]      [k] flexible_sched_in
     0.07%  mc-worker    [kernel.kallsyms]      [k] aa_label_next_confined
     0.07%  mc-worker    [kernel.kallsyms]      [k] nf_bridge_update_protocol
     0.07%  mc-worker    memcached              [.] item_remove
     0.07%  mc-worker    [kernel.kallsyms]      [k] event_sched_in.isra.0
     0.07%  mc-worker    [kernel.kallsyms]      [k] mlx5e_poll_tx_cq
     0.06%  mc-worker    [kernel.kallsyms]      [k] __x86_indirect_thunk_rbx
     0.06%  mc-worker    [kernel.kallsyms]      [k] ip_rcv_finish_core.isra.0
     0.06%  mc-worker    [kernel.kallsyms]      [k] sock_sendmsg
     0.06%  mc-worker    [kernel.kallsyms]      [k] udp_tunnel_xmit_skb
     0.06%  mc-worker    [kernel.kallsyms]      [k] inet_ehashfn
     0.06%  mc-worker    [kernel.kallsyms]      [k] inet_recvmsg
     0.06%  mc-worker    [kernel.kallsyms]      [k] _cond_resched
     0.06%  mc-worker    libevent-2.1.so.7.0.1  [.] evutil_gettime_monotonic_
     0.06%  mc-worker    [kernel.kallsyms]      [k] __update_load_avg_se
     0.06%  mc-worker    [kernel.kallsyms]      [k] copyout
     0.06%  mc-worker    [kernel.kallsyms]      [k] __msecs_to_jiffies
     0.06%  mc-worker    memcached              [.] resp_finish
     0.06%  mc-worker    [kernel.kallsyms]      [k] __hrtimer_run_queues
     0.06%  mc-worker    memcached              [.] do_item_bump
     0.06%  mc-worker    [kernel.kallsyms]      [k] __ip_queue_xmit
     0.06%  mc-worker    [kernel.kallsyms]      [k] place_entity
     0.05%  mc-worker    [kernel.kallsyms]      [k] ip_finish_output
     0.05%  mc-worker    [kernel.kallsyms]      [k] siphash_3u32
     0.05%  mc-worker    [kernel.kallsyms]      [k] net_rx_action
     0.05%  mc-worker    [kernel.kallsyms]      [k] _raw_spin_lock_irqsave
     0.05%  mc-worker    [kernel.kallsyms]      [k] vxlan_find_mac
     0.05%  mc-worker    [kernel.kallsyms]      [k] check_preempt_curr
     0.05%  mc-worker    [kernel.kallsyms]      [k] iptunnel_handle_offloads
     0.05%  mc-worker    [kernel.kallsyms]      [k] mlx5_vxlan_lookup_port
     0.05%  mc-worker    [kernel.kallsyms]      [k] cyc2ns_read_begin
     0.05%  mc-worker    [kernel.kallsyms]      [k] clear_buddies
     0.05%  mc-worker    memcached              [.] conn_set_state
     0.05%  mc-worker    [kernel.kallsyms]      [k] netif_rx
     0.05%  mc-worker    [kernel.kallsyms]      [k] skb_defer_rx_timestamp
     0.05%  mc-worker    [kernel.kallsyms]      [k] native_apic_msr_eoi_write
     0.05%  mc-worker    [kernel.kallsyms]      [k] tcp4_gro_receive
     0.05%  mc-worker    [kernel.kallsyms]      [k] mlx5e_napi_poll
     0.05%  mc-worker    [kernel.kallsyms]      [k] sock_recvmsg
     0.05%  mc-worker    [kernel.kallsyms]      [k] vxlan_gro_receive
     0.05%  mc-worker    [kernel.kallsyms]      [k] skb_network_protocol
     0.05%  mc-worker    [kernel.kallsyms]      [k] nf_ct_seq_offset
     0.05%  mc-worker    [kernel.kallsyms]      [k] __get_xps_queue_idx
     0.05%  mc-worker    [kernel.kallsyms]      [k] __slab_alloc
     0.05%  mc-worker    memcached              [.] read@plt
     0.05%  mc-worker    [kernel.kallsyms]      [k] apic_timer_interrupt
     0.05%  mc-worker    [kernel.kallsyms]      [k] __alloc_skb
     0.05%  mc-worker    [kernel.kallsyms]      [k] __skb_datagram_iter
     0.04%  mc-worker    [kernel.kallsyms]      [k] __rseq_handle_notify_resume
     0.04%  mc-worker    [kernel.kallsyms]      [k] ip_rcv_core.isra.0
     0.04%  mc-worker    [kernel.kallsyms]      [k] brnf_get_logical_dev
     0.04%  mc-worker    [kernel.kallsyms]      [k] __tcp_select_window
     0.04%  mc-worker    [kernel.kallsyms]      [k] kfree
     0.04%  mc-worker    [kernel.kallsyms]      [k] fib_validate_source
     0.04%  mc-worker    [kernel.kallsyms]      [k] ip_route_input_rcu
     0.04%  mc-worker    memcached              [.] do_cache_free
     0.04%  mc-worker    [kernel.kallsyms]      [k] br_allowed_ingress
     0.04%  mc-worker    memcached              [.] strlen@plt
     0.04%  mc-worker    [kernel.kallsyms]      [k] sk_free
     0.04%  mc-worker    [kernel.kallsyms]      [k] enqueue_task_fair
     0.04%  mc-worker    [kernel.kallsyms]      [k] map_id_range_down
     0.04%  mc-worker    libevent-2.1.so.7.0.1  [.] evmap_io_active_@plt
     0.04%  mc-worker    [kernel.kallsyms]      [k] tcp_send_mss
     0.04%  mc-worker    [kernel.kallsyms]      [k] __kfree_skb_flush
     0.04%  mc-worker    [kernel.kallsyms]      [k] nf_nat_ipv4_pre_routing
     0.04%  mc-worker    [kernel.kallsyms]      [k] ip_vs_out.part.0
     0.04%  mc-worker    [kernel.kallsyms]      [k] update_blocked_averages
     0.04%  mc-worker    [kernel.kallsyms]      [k] new_sync_read
     0.04%  mc-worker    [kernel.kallsyms]      [k] account_entity_enqueue
     0.04%  mc-worker    [kernel.kallsyms]      [k] mlx5e_select_queue
     0.03%  mc-worker    [kernel.kallsyms]      [k] update_min_vruntime
     0.03%  mc-worker    [kernel.kallsyms]      [k] br_netif_receive_skb
     0.03%  mc-worker    [kernel.kallsyms]      [k] ip_vs_local_request4
     0.03%  mc-worker    [kernel.kallsyms]      [k] br_fdb_find_rcu
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] _raw_spin_lock_irqsave
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] entry_SYSCALL_64
     0.03%  mc-worker    [kernel.kallsyms]      [k] kmalloc_slab
     0.03%  mc-worker    [kernel.kallsyms]      [k] dst_release
     0.03%  mc-worker    [kernel.kallsyms]      [k] ip_vs_in
     0.03%  mc-worker    [kernel.kallsyms]      [k] finish_task_switch
     0.03%  mc-worker    [kernel.kallsyms]      [k] do_softirq_own_stack
     0.03%  mc-worker    [kernel.kallsyms]      [k] mlx5e_post_rx_wqes
     0.03%  mc-worker    [kernel.kallsyms]      [k] cgroup_rstat_updated
     0.03%  mc-worker    [kernel.kallsyms]      [k] ns_to_timespec64
     0.03%  mc-worker    [kernel.kallsyms]      [k] tcp_small_queue_check.isra.0
     0.03%  mc-worker    [kernel.kallsyms]      [k] __netif_receive_skb
     0.03%  mc-worker    [kernel.kallsyms]      [k] apparmor_file_permission
     0.03%  mc-worker    [kernel.kallsyms]      [k] __udp4_lib_lookup
