# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 24K of event 'cycles'
# Event count (approx.): 57795484652
#
# Overhead  Command         Shared Object      Symbol                                                                                                                
# ........  ..............  .................  ......................................................................................................................
#
     0.19%  recommendation  [kernel.kallsyms]  [k] skb_release_data
     0.19%  recommendation  [kernel.kallsyms]  [k] ip_finish_output2
     0.19%  recommendation  [kernel.kallsyms]  [k] hash_conntrack_raw
     0.19%  recommendation  recommendation     [.] google.golang.org/grpc/transport.(*http2Server).operateHeaders
     0.18%  recommendation  [kernel.kallsyms]  [k] rb_next
     0.18%  recommendation  [kernel.kallsyms]  [k] br_handle_frame
     0.18%  recommendation  [kernel.kallsyms]  [k] pick_next_task_fair
     0.18%  recommendation  recommendation     [.] runtime.getitab
     0.18%  recommendation  recommendation     [.] math.modf
     0.18%  recommendation  recommendation     [.] runtime.schedule
     0.18%  recommendation  recommendation     [.] encoding/json.(*decodeState).object
     0.18%  recommendation  recommendation     [.] runtime.mapassign
     0.18%  recommendation  [kernel.kallsyms]  [k] tcp_clean_rtx_queue
     0.18%  recommendation  recommendation     [.] runtime.mapaccess1_faststr
     0.18%  recommendation  recommendation     [.] runtime.mapaccess2_faststr
     0.18%  recommendation  [kernel.kallsyms]  [k] __perf_event_task_sched_out
     0.17%  recommendation  recommendation     [.] encoding/json.(*decodeState).rescanLiteral
     0.17%  recommendation  recommendation     [.] google.golang.org/grpc/transport.loopyWriter
     0.17%  recommendation  recommendation     [.] runtime.nanotime1.abi0
     0.17%  recommendation  [kernel.kallsyms]  [k] copy_user_generic_unrolled
     0.17%  recommendation  [kernel.kallsyms]  [k] br_nf_pre_routing
     0.17%  recommendation  recommendation     [.] internal/poll.(*FD).Read
     0.17%  recommendation  recommendation     [.] runtime.(*mheap).allocSpan
     0.16%  recommendation  recommendation     [.] runtime.typedmemmove
     0.16%  recommendation  recommendation     [.] google.golang.org/grpc.(*Server).processUnaryRPC
     0.16%  recommendation  [kernel.kallsyms]  [k] ctx_sched_out
     0.16%  recommendation  recommendation     [.] sync.(*Pool).Get
     0.16%  recommendation  [kernel.kallsyms]  [k] update_cfs_rq_h_load
     0.16%  recommendation  [kernel.kallsyms]  [k] __ip_finish_output
     0.16%  recommendation  [kernel.kallsyms]  [k] nf_conntrack_in
     0.15%  recommendation  recommendation     [.] runtime.usleep.abi0
     0.15%  recommendation  [kernel.kallsyms]  [k] check_preempt_curr
     0.15%  recommendation  [kernel.kallsyms]  [k] fdb_find_rcu
     0.15%  recommendation  recommendation     [.] memeqbody
     0.15%  recommendation  [kernel.kallsyms]  [k] do_futex
     0.15%  recommendation  recommendation     [.] runtime.exitsyscall
     0.15%  recommendation  recommendation     [.] runtime.futexsleep
     0.15%  recommendation  recommendation     [.] runtime.mapdelete
     0.15%  recommendation  [kernel.kallsyms]  [k] ipv4_confirm
     0.15%  recommendation  recommendation     [.] strconv.ParseUint
     0.15%  recommendation  [kernel.kallsyms]  [k] tcp_v4_rcv
     0.15%  recommendation  [kernel.kallsyms]  [k] __calc_delta
     0.14%  recommendation  recommendation     [.] syscall.Getwd
     0.14%  recommendation  [kernel.kallsyms]  [k] kmem_cache_free
     0.14%  recommendation  [kernel.kallsyms]  [k] futex_wake
     0.14%  recommendation  recommendation     [.] bufio.(*Reader).Read
     0.14%  recommendation  [kernel.kallsyms]  [k] deactivate_task
     0.14%  recommendation  [kernel.kallsyms]  [k] attach_entity_load_avg
     0.14%  recommendation  recommendation     [.] runtime.checkRunqsNoP
     0.14%  recommendation  recommendation     [.] runtime.stackfree
     0.14%  recommendation  recommendation     [.] runtime.epollwait.abi0
     0.14%  recommendation  recommendation     [.] math.atan2
     0.13%  recommendation  [kernel.kallsyms]  [k] ep_poll_callback
     0.13%  recommendation  [kernel.kallsyms]  [k] x86_pmu_disable
     0.13%  recommendation  recommendation     [.] google.golang.org/grpc/transport.(*controlBuffer).put
     0.13%  recommendation  [kernel.kallsyms]  [k] __wake_up_common
     0.13%  recommendation  [kernel.kallsyms]  [k] schedule
     0.13%  recommendation  recommendation     [.] internal/poll.(*FD).Write
     0.13%  recommendation  [kernel.kallsyms]  [k] update_rq_clock
     0.13%  recommendation  [kernel.kallsyms]  [k] br_nf_hook_thresh
     0.13%  recommendation  [kernel.kallsyms]  [k] get_futex_key
     0.13%  recommendation  recommendation     [.] google.golang.org/grpc/transport.(*http2Server).HandleStreams
     0.13%  recommendation  recommendation     [.] io.ReadAtLeast
     0.13%  recommendation  recommendation     [.] encoding/json.stateEndValue
     0.13%  recommendation  [kernel.kallsyms]  [k] br_nf_post_routing
     0.13%  recommendation  [kernel.kallsyms]  [k] mark_wake_futex
     0.13%  recommendation  [kernel.kallsyms]  [k] __dev_queue_xmit
     0.13%  recommendation  recommendation     [.] sync.(*RWMutex).Lock
     0.12%  recommendation  recommendation     [.] runtime.stackalloc
     0.12%  recommendation  [kernel.kallsyms]  [k] __lock_text_start
     0.12%  recommendation  [kernel.kallsyms]  [k] futex_wait
     0.12%  recommendation  [kernel.kallsyms]  [k] __x64_sys_futex
     0.12%  recommendation  recommendation     [.] runtime.chansend
     0.12%  recommendation  recommendation     [.] runtime.selunlock
     0.12%  recommendation  recommendation     [.] encoding/json.stateInString
     0.12%  recommendation  recommendation     [.] runtime.mapiterinit
     0.12%  recommendation  recommendation     [.] indexbytebody
     0.12%  recommendation  [kernel.kallsyms]  [k] account_entity_dequeue
     0.12%  recommendation  recommendation     [.] runtime.timeSleepUntil
     0.12%  recommendation  [kernel.kallsyms]  [k] conntrack_mt
     0.12%  recommendation  [kernel.kallsyms]  [k] interrupt_entry
     0.12%  recommendation  [kernel.kallsyms]  [k] set_task_cpu
     0.12%  recommendation  [kernel.kallsyms]  [k] _raw_spin_lock_bh
     0.12%  recommendation  [kernel.kallsyms]  [k] nf_ct_seq_offset
     0.12%  recommendation  recommendation     [.] runtime.makeslice
     0.12%  recommendation  recommendation     [.] internal/poll.runtime_pollReset
     0.11%  recommendation  [kernel.kallsyms]  [k] futex_wait_setup
     0.11%  recommendation  [kernel.kallsyms]  [k] nf_ct_get_tuple
     0.11%  recommendation  [kernel.kallsyms]  [k] __x64_sys_epoll_pwait
     0.11%  recommendation  recommendation     [.] net/url.unescape
     0.11%  recommendation  recommendation     [.] sync.runtime_procPin
     0.11%  recommendation  recommendation     [.] github.com/rs/zerolog.ConsoleWriter.writePart
     0.11%  recommendation  recommendation     [.] runtime.exitsyscallfast
     0.11%  recommendation  [kernel.kallsyms]  [k] event_sched_in.isra.0
     0.11%  recommendation  recommendation     [.] google.golang.org/grpc/transport.(*Stream).waitOnHeader
     0.11%  recommendation  recommendation     [.] runtime.sellock
     0.11%  recommendation  [kernel.kallsyms]  [k] ipv4_mtu
     0.11%  recommendation  [kernel.kallsyms]  [k] __br_forward
     0.11%  recommendation  [kernel.kallsyms]  [k] update_min_vruntime
     0.11%  recommendation  recommendation     [.] time.appendInt
     0.10%  recommendation  [kernel.kallsyms]  [k] flexible_sched_in
     0.10%  recommendation  [kernel.kallsyms]  [k] ipv4_dst_check
     0.10%  recommendation  [kernel.kallsyms]  [k] do_nanosleep
     0.10%  recommendation  recommendation     [.] github.com/rs/zerolog/internal/json.Encoder.AppendString
     0.10%  recommendation  [kernel.kallsyms]  [k] nf_nat_inet_fn
     0.10%  recommendation  [kernel.kallsyms]  [k] tcp_event_new_data_sent
     0.10%  recommendation  recommendation     [.] runtime.notetsleep_internal
     0.10%  recommendation  [kernel.kallsyms]  [k] skb_page_frag_refill
     0.10%  recommendation  [kernel.kallsyms]  [k] tcp_ack
     0.10%  recommendation  [kernel.kallsyms]  [k] kmem_cache_alloc_node
     0.10%  recommendation  [kernel.kallsyms]  [k] ep_send_events_proc
     0.10%  recommendation  [kernel.kallsyms]  [k] nf_nat_packet
     0.10%  recommendation  [kernel.kallsyms]  [k] __ip_queue_xmit
     0.10%  recommendation  recommendation     [.] runtime.runqget
     0.10%  recommendation  recommendation     [.] runtime.startm
     0.10%  recommendation  [kernel.kallsyms]  [k] dequeue_entity
     0.10%  recommendation  [kernel.kallsyms]  [k] sock_poll
     0.10%  recommendation  [kernel.kallsyms]  [k] apparmor_socket_recvmsg
     0.10%  recommendation  [kernel.kallsyms]  [k] fsnotify
     0.10%  recommendation  [kernel.kallsyms]  [k] __check_object_size
     0.10%  recommendation  recommendation     [.] golang.org/x/net/http2/hpack.(*Decoder).at
     0.10%  recommendation  [kernel.kallsyms]  [k] netif_skb_features
     0.10%  recommendation  [kernel.kallsyms]  [k] __virt_addr_valid
     0.09%  recommendation  recommendation     [.] github.com/golang/protobuf/proto.(*Buffer).unmarshalType
     0.09%  recommendation  recommendation     [.] net.(*conn).Read
     0.09%  recommendation  [kernel.kallsyms]  [k] copy_user_enhanced_fast_string
     0.09%  recommendation  [kernel.kallsyms]  [k] kfree_skbmem
     0.09%  recommendation  recommendation     [.] runtime.runqput
     0.09%  recommendation  [kernel.kallsyms]  [k] kmem_cache_alloc
     0.09%  recommendation  recommendation     [.] fmt.(*pp).printArg
     0.09%  recommendation  recommendation     [.] encoding/json.(*decodeState).literalStore
     0.09%  recommendation  recommendation     [.] runtime.(*mspan).refillAllocCache
     0.09%  recommendation  recommendation     [.] github.com/uber/jaeger-client-go.(*Tracer).startSpanInternal
     0.09%  recommendation  recommendation     [.] runtime.(*mcache).prepareForSweep
     0.09%  recommendation  recommendation     [.] runtime.memequal
     0.09%  recommendation  [kernel.kallsyms]  [k] ep_poll
     0.09%  recommendation  recommendation     [.] runtime.pidleput
     0.09%  recommendation  [kernel.kallsyms]  [k] _raw_read_lock_irqsave
     0.09%  recommendation  [kernel.kallsyms]  [k] place_entity
     0.09%  recommendation  [kernel.kallsyms]  [k] ksoftirqd_running
     0.09%  recommendation  [kernel.kallsyms]  [k] rb_erase
     0.09%  recommendation  [kernel.kallsyms]  [k] __kmalloc_node_track_caller
     0.09%  recommendation  [kernel.kallsyms]  [k] memset_erms
     0.09%  recommendation  [kernel.kallsyms]  [k] __cgroup_bpf_run_filter_skb
     0.09%  recommendation  [kernel.kallsyms]  [k] futex_wait_queue_me
     0.09%  recommendation  [kernel.kallsyms]  [k] __local_bh_enable_ip
     0.09%  recommendation  [kernel.kallsyms]  [k] tcp_rcv_established
     0.09%  recommendation  [kernel.kallsyms]  [k] apic_timer_interrupt
     0.09%  recommendation  recommendation     [.] sync.(*Pool).Put
     0.09%  recommendation  [kernel.kallsyms]  [k] __inet_lookup_established
     0.09%  recommendation  recommendation     [.] internal/poll.(*fdMutex).rwlock
     0.09%  recommendation  [kernel.kallsyms]  [k] rb_insert_color
     0.09%  recommendation  recommendation     [.] runtime.newstack
     0.09%  recommendation  [kernel.kallsyms]  [k] __hrtimer_run_queues
     0.09%  recommendation  recommendation     [.] bufio.(*Writer).Write
     0.09%  recommendation  recommendation     [.] runtime.(*spanSet).push
     0.09%  recommendation  recommendation     [.] runtime.gopark
     0.08%  recommendation  recommendation     [.] runtime.mapaccess2
     0.08%  recommendation  recommendation     [.] google.golang.org/grpc/transport.(*controlBuffer).load
     0.08%  recommendation  recommendation     [.] runtime.mPark
     0.08%  recommendation  recommendation     [.] github.com/uber/jaeger-client-go.(*Tracer).startSpanWithOptions
     0.08%  recommendation  [kernel.kallsyms]  [k] net_rx_action
     0.08%  recommendation  [kernel.kallsyms]  [k] put_prev_entity
     0.08%  recommendation  recommendation     [.] context.(*cancelCtx).Value
     0.08%  recommendation  recommendation     [.] time.(*Location).lookup
     0.08%  recommendation  [kernel.kallsyms]  [k] tcp_poll
     0.08%  recommendation  recommendation     [.] net.(*TCPConn).Write
     0.08%  recommendation  recommendation     [.] reflect.Value.assignTo
     0.08%  recommendation  recommendation     [.] runtime.systemstack.abi0
     0.08%  recommendation  recommendation     [.] google.golang.org/grpc/transport.(*http2Server).WriteStatus
     0.08%  recommendation  recommendation     [.] runtime.mcall
     0.08%  recommendation  recommendation     [.] golang.org/x/net/http2.(*Framer).WriteHeaders
     0.08%  recommendation  recommendation     [.] runtime.makechan
     0.08%  recommendation  recommendation     [.] runtime.duffzero
     0.08%  recommendation  recommendation     [.] runtime.stopm
     0.08%  recommendation  [kernel.kallsyms]  [k] nf_bridge_update_protocol
     0.08%  recommendation  [kernel.kallsyms]  [k] get_nohz_timer_target
     0.08%  recommendation  recommendation     [.] runtime.checkIdleGCNoP
     0.08%  recommendation  recommendation     [.] syscall.Syscall.abi0
     0.08%  recommendation  recommendation     [.] runtime.ready
     0.08%  recommendation  recommendation     [.] runtime.slicebytetostring
     0.08%  recommendation  recommendation     [.] runtime.execute
     0.08%  recommendation  recommendation     [.] context.(*cancelCtx).Done
     0.08%  recommendation  [kernel.kallsyms]  [k] mutex_lock
     0.08%  recommendation  [kernel.kallsyms]  [k] __hrtimer_init
     0.08%  recommendation  recommendation     [.] runtime.duffcopy
     0.08%  recommendation  [kernel.kallsyms]  [k] arch_perf_update_userpage
     0.08%  recommendation  [kernel.kallsyms]  [k] nf_confirm
     0.08%  recommendation  [kernel.kallsyms]  [k] memcg_kmem_put_cache
     0.08%  recommendation  [kernel.kallsyms]  [k] ip_output
     0.08%  recommendation  [kernel.kallsyms]  [k] finish_task_switch
     0.07%  recommendation  recommendation     [.] runtime.copystack
     0.07%  recommendation  recommendation     [.] runtime.morestack.abi0
     0.07%  recommendation  recommendation     [.] time.skip
     0.07%  recommendation  [kernel.kallsyms]  [k] kfree
     0.07%  recommendation  recommendation     [.] strings.ToLower
     0.07%  recommendation  [kernel.kallsyms]  [k] tcp_schedule_loss_probe
     0.07%  recommendation  recommendation     [.] runtime.convT2I
     0.07%  recommendation  recommendation     [.] runtime.wirep
     0.07%  recommendation  recommendation     [.] encoding/json.indirect
     0.07%  recommendation  [kernel.kallsyms]  [k] _raw_write_lock_irq
     0.07%  recommendation  recommendation     [.] runtime.resolveTypeOff
     0.07%  recommendation  [kernel.kallsyms]  [k] ip_rcv_core.isra.0
     0.07%  recommendation  recommendation     [.] reflect.(*rtype).Elem
     0.07%  recommendation  [kernel.kallsyms]  [k] skb_release_head_state
     0.07%  recommendation  [kernel.kallsyms]  [k] ipv4_conntrack_defrag
     0.07%  recommendation  recommendation     [.] bytes.(*Buffer).WriteByte
     0.07%  recommendation  recommendation     [.] net.(*TCPConn).Read
     0.07%  recommendation  recommendation     [.] internal/poll.(*FD).readUnlock
     0.07%  recommendation  [kernel.kallsyms]  [k] br_nf_forward_finish
     0.07%  recommendation  [kernel.kallsyms]  [k] tcp_stream_memory_free
     0.07%  recommendation  [kernel.kallsyms]  [k] swapgs_restore_regs_and_return_to_usermode
     0.07%  recommendation  [kernel.kallsyms]  [k] mutex_unlock
     0.07%  recommendation  [kernel.kallsyms]  [k] fput_many
     0.07%  recommendation  [kernel.kallsyms]  [k] sched_clock_cpu
     0.07%  recommendation  [kernel.kallsyms]  [k] eth_type_trans
     0.07%  recommendation  recommendation     [.] reflect.Value.Elem
     0.07%  recommendation  recommendation     [.] runtime.tracebackdefers
     0.07%  recommendation  recommendation     [.] internal/poll.(*FD).writeUnlock
     0.07%  recommendation  [kernel.kallsyms]  [k] vfs_write
     0.07%  recommendation  [kernel.kallsyms]  [k] hash_futex
     0.07%  recommendation  recommendation     [.] sync.(*Mutex).Unlock
     0.07%  recommendation  [kernel.kallsyms]  [k] amd_clear_divider
     0.07%  recommendation  recommendation     [.] github.com/grpc-ecosystem/grpc-opentracing/go/otgrpc.metadataReaderWriter.ForeachKey
     0.06%  recommendation  recommendation     [.] runtime.convTstring
     0.06%  recommendation  [kernel.kallsyms]  [k] sock_read_iter
     0.06%  recommendation  recommendation     [.] google.golang.org/grpc.(*Server).handleStream
     0.06%  recommendation  recommendation     [.] github.com/golang/protobuf/proto.mergeAny
     0.06%  recommendation  recommendation     [.] runtime.adjustdefers
     0.06%  recommendation  recommendation     [.] internal/poll.(*pollDesc).wait
     0.06%  recommendation  recommendation     [.] github.com/uber/jaeger-client-go.(*textMapPropagator).Extract.func1
     0.06%  recommendation  recommendation     [.] github.com/grpc-ecosystem/grpc-opentracing/go/otgrpc.OpenTracingServerInterceptor.func1
     0.06%  recommendation  [kernel.kallsyms]  [k] memcmp
     0.06%  recommendation  [kernel.kallsyms]  [k] __sb_start_write
     0.06%  recommendation  recommendation     [.] runtime.netpollblock
     0.06%  recommendation  recommendation     [.] runtime.pcdatavalue
     0.06%  recommendation  recommendation     [.] runtime.(*Frames).Next
     0.06%  recommendation  [kernel.kallsyms]  [k] br_dev_queue_push_xmit
     0.06%  recommendation  recommendation     [.] github.com/golang/protobuf/proto.mergeStruct
     0.06%  recommendation  [kernel.kallsyms]  [k] __skb_datagram_iter
     0.06%  recommendation  recommendation     [.] google.golang.org/grpc/transport.(*http2Server).itemHandler-fm
     0.06%  recommendation  [kernel.kallsyms]  [k] security_inode_getattr
     0.06%  recommendation  recommendation     [.] github.com/rs/zerolog.(*Event).msg
     0.06%  recommendation  [kernel.kallsyms]  [k] account_entity_enqueue
     0.06%  recommendation  [kernel.kallsyms]  [k] migrate_task_rq_fair
     0.06%  recommendation  [kernel.kallsyms]  [k] kmalloc_slab
     0.06%  recommendation  [kernel.kallsyms]  [k] get_futex_value_locked
     0.06%  recommendation  [kernel.kallsyms]  [k] __x64_sys_nanosleep
     0.06%  recommendation  recommendation     [.] runtime.gfget
     0.06%  recommendation  [kernel.kallsyms]  [k] ksys_read
     0.06%  recommendation  [kernel.kallsyms]  [k] resched_curr
     0.06%  recommendation  [kernel.kallsyms]  [k] _raw_read_unlock_irqrestore
     0.06%  recommendation  recommendation     [.] github.com/uber/jaeger-lib/metrics.(*nullCounter).Inc
     0.06%  recommendation  recommendation     [.] github.com/uber/jaeger-client-go/utils.(*lockedSource).Int63
     0.06%  recommendation  recommendation     [.] runtime.convI2I
     0.06%  recommendation  recommendation     [.] runtime.scanobject
     0.06%  recommendation  recommendation     [.] strings.LastIndex
     0.06%  recommendation  [kernel.kallsyms]  [k] pick_next_task_idle
     0.06%  recommendation  [kernel.kallsyms]  [k] hrtimer_active
     0.06%  recommendation  recommendation     [.] runtime.funcspdelta
     0.06%  recommendation  recommendation     [.] github.com/golang/protobuf/proto.(*Buffer).DecodeFixed64
     0.06%  recommendation  [kernel.kallsyms]  [k] new_sync_write
     0.06%  recommendation  recommendation     [.] golang.org/x/net/http2/hpack.(*Encoder).WriteField
     0.06%  recommendation  recommendation     [.] runtime.concatstrings
     0.06%  recommendation  recommendation     [.] internal/poll.(*FD).Write.dwrap.13
     0.06%  recommendation  [kernel.kallsyms]  [k] enqueue_to_backlog
     0.06%  recommendation  recommendation     [.] google.golang.org/grpc/transport.(*bdpEstimator).add
     0.06%  recommendation  recommendation     [.] syscall.fstatat
     0.06%  recommendation  recommendation     [.] github.com/opentracing/opentracing-go/ext.(*rpcServerOption).Apply
     0.06%  recommendation  recommendation     [.] github.com/rs/zerolog.ConsoleWriter.writeFields
     0.06%  recommendation  recommendation     [.] syscall.write
     0.06%  recommendation  [kernel.kallsyms]  [k] perf_pmu_nop_void
     0.06%  recommendation  recommendation     [.] reflect.(*rtype).ptrTo
     0.06%  recommendation  recommendation     [.] github.com/golang/protobuf/proto.getbase
     0.06%  recommendation  recommendation     [.] runtime.convTslice
     0.06%  recommendation  recommendation     [.] github.com/uber/jaeger-client-go.(*Span).FinishWithOptions
     0.06%  recommendation  [kernel.kallsyms]  [k] tcp_current_mss
     0.06%  recommendation  [kernel.kallsyms]  [k] task_ctx_sched_out
     0.06%  recommendation  [kernel.kallsyms]  [k] put_prev_task_fair
     0.06%  recommendation  [kernel.kallsyms]  [k] ip_local_deliver
     0.06%  recommendation  [kernel.kallsyms]  [k] inet6_sendmsg
     0.06%  recommendation  [kernel.kallsyms]  [k] tcp_rearm_rto
     0.06%  recommendation  [kernel.kallsyms]  [k] process_backlog
     0.05%  recommendation  recommendation     [.] type..hash.golang.org/x/net/http2/hpack.pairNameValue
     0.05%  recommendation  [kernel.kallsyms]  [k] __enqueue_entity
     0.05%  recommendation  recommendation     [.] google.golang.org/grpc/transport.(*bdpEstimator).calculate
     0.05%  recommendation  [kernel.kallsyms]  [k] intel_pstate_update_util
